Склад,Штабель,Марка,Максимальная температура,Дата измерения,Возраст штабеля (дни),ignition_in_2d
6,1,A1,46.5,2020-06-25,-76.0,True
6,1,A1,38.3,2020-06-25,-76.0,True
6,4,A1,41.7,2020-06-25,61.0,True
3,55,A1,32.9,2020-06-25,,False
3,34,A1,38.8,2020-06-25,,False
3,48,A1,27.1,2020-06-25,309.0,False
4,39,A1,70.7,2020-06-25,41.0,True
4,23,A1,48.2,2020-06-25,37.0,True
4,9,A1,28.5,2020-06-25,288.0,False
4,47,A1,39.8,2020-06-25,,False
4,6,A1,38.4,2020-06-25,185.0,False
6,1,A1,112.2,2020-06-25,-76.0,True
6,1,A1,107.2,2020-06-25,-76.0,True
6,4,A1,71.2,2020-06-25,61.0,True
3,55,A1,32.5,2020-06-26,,False
3,34,A1,31.2,2020-06-26,,False
3,48,A1,31.4,2020-06-26,310.0,False
4,39,A1,80.3,2020-06-26,42.0,True
4,23,A1,240.3,2020-06-26,38.0,True
4,9,A1,29.6,2020-06-26,289.0,False
4,47,A1,57.9,2020-06-26,,False
4,6,A1,34.8,2020-06-26,186.0,False
6,1,A1,294.0,2020-06-26,-75.0,True
6,1,A1,287.0,2020-06-26,-75.0,True
6,4,A1,81.4,2020-06-26,62.0,True
3,55,A1,30.0,2020-06-26,,False
3,34,A1,37.2,2020-06-26,,False
3,48,A1,27.5,2020-06-26,310.0,False
4,39,A1,40.3,2020-06-26,42.0,True
4,23,A1,50.6,2020-06-26,38.0,True
4,9,A1,30.4,2020-06-26,289.0,False
4,47,A1,41.3,2020-06-26,,False
4,6,A1,31.7,2020-06-26,186.0,False
6,1,A1,300.0,2020-06-26,-75.0,True
6,1,A1,80.0,2020-06-26,-75.0,True
6,4,A1,288.0,2020-06-26,62.0,True
3,55,A1,29.0,2020-06-27,,False
3,34,A1,23.9,2020-06-27,,False
3,48,A1,23.6,2020-06-27,311.0,False
4,39,A1,53.2,2020-06-27,43.0,True
4,23,A1,52.2,2020-06-27,39.0,True
4,9,A1,26.1,2020-06-27,290.0,False
4,47,A1,26.5,2020-06-27,,False
4,6,A1,31.3,2020-06-27,187.0,False
6,1,A1,289.0,2020-06-27,-74.0,True
6,1,A1,300.0,2020-06-27,-74.0,True
6,4,A1,75.7,2020-06-27,63.0,True
3,55,A1,31.5,2020-06-27,,False
3,34,A1,37.1,2020-06-27,,False
3,48,A1,32.1,2020-06-27,311.0,False
4,39,A1,56.2,2020-06-27,43.0,True
4,23,A1,41.4,2020-06-27,39.0,True
4,9,A1,24.7,2020-06-27,290.0,False
4,47,A1,28.9,2020-06-27,,False
4,6,A1,29.7,2020-06-27,187.0,False
6,1,A1,41.5,2020-06-27,-74.0,True
6,1,A1,56.8,2020-06-27,-74.0,True
6,4,A1,142.0,2020-06-27,63.0,True
3,55,A1,31.1,2020-06-28,,False
3,34,A1,37.2,2020-06-28,,False
3,48,A1,38.7,2020-06-28,312.0,False
4,39,A1,38.2,2020-06-28,44.0,True
4,23,A1,31.9,2020-06-28,40.0,False
4,9,A1,31.7,2020-06-28,291.0,False
4,47,A1,34.2,2020-06-28,,False
4,6,A1,38.4,2020-06-28,188.0,False
6,1,A1,263.6,2020-06-28,-73.0,True
6,1,A1,35.4,2020-06-28,-73.0,True
6,4,A1,31.5,2020-06-28,64.0,True
3,55,A1,31.0,2020-06-28,,False
3,34,A1,31.0,2020-06-28,,False
3,48,A1,42.1,2020-06-28,312.0,False
4,39,A1,31.3,2020-06-28,44.0,True
4,23,A1,45.4,2020-06-28,40.0,False
4,9,A1,27.3,2020-06-28,291.0,False
4,6,A1,36.8,2020-06-28,188.0,False
6,1,A1,42.7,2020-06-28,-73.0,True
6,1,A1,231.0,2020-06-28,-73.0,True
6,4,A1,40.3,2020-06-28,64.0,True
3,55,A1,33.7,2020-06-29,,False
3,34,A1,34.0,2020-06-29,,False
3,38,A1,36.1,2020-06-29,666.0,True
4,39,A1,32.0,2020-06-29,45.0,True
4,23,A1,36.2,2020-06-29,41.0,True
4,9,A1,28.7,2020-06-29,292.0,False
4,6,A1,35.3,2020-06-29,189.0,False
6,1,A1,48.9,2020-06-29,-72.0,True
6,1,A1,39.7,2020-06-29,-72.0,True
6,4,A1,55.8,2020-06-29,65.0,True
3,41,A1,32.3,2020-06-29,2.0,False
3,55,A1,31.7,2020-06-29,,False
3,34,A1,35.6,2020-06-29,,False
3,38,A1,36.3,2020-06-29,666.0,True
4,39,A1,37.3,2020-06-29,45.0,True
4,23,A1,35.6,2020-06-29,41.0,True
4,9,A1,32.0,2020-06-29,292.0,False
6,1,A1,120.8,2020-06-29,-72.0,True
6,5,Я,29.1,2020-06-29,3.0,False
6,1,A1,35.0,2020-06-29,-72.0,True
6,4,A1,32.5,2020-06-29,65.0,True
3,41,A1,33.9,2020-06-30,3.0,False
3,55,A1,32.5,2020-06-30,,False
3,34,A1,38.4,2020-06-30,,False
3,38,A1,38.5,2020-06-30,667.0,True
4,39,A1,71.6,2020-06-30,46.0,True
4,23,A1,35.5,2020-06-30,42.0,True
4,9,A1,38.4,2020-06-30,293.0,False
6,1,A1,102.8,2020-06-30,-71.0,True
6,5,A1,31.5,2020-06-30,4.0,False
6,1,A1,131.9,2020-06-30,-71.0,True
6,4,A1,37.7,2020-06-30,66.0,True
3,41,A1,38.5,2020-06-30,3.0,False
3,55,A1,37.0,2020-06-30,,False
3,34,A1,35.8,2020-06-30,,False
3,38,A1,37.7,2020-06-30,667.0,True
4,39,A1,41.7,2020-06-30,46.0,True
4,23,A1,37.6,2020-06-30,42.0,True
4,9,A1,39.8,2020-06-30,293.0,False
6,1,A1,471.6,2020-06-30,-71.0,True
6,5,A1,36.2,2020-06-30,4.0,False
6,1,A1,45.0,2020-06-30,-71.0,True
6,4,A1,37.5,2020-06-30,66.0,True
3,41,A1,23.8,2020-07-01,4.0,False
3,55,A1,23.1,2020-07-01,,False
3,34,A1,23.3,2020-07-01,,False
3,38,A1,23.5,2020-07-01,668.0,True
4,39,A1,22.4,2020-07-01,47.0,True
4,23,A1,24.0,2020-07-01,43.0,True
4,9,A1,33.0,2020-07-01,294.0,False
6,1,A1,75.3,2020-07-01,-70.0,True
6,5,A1,38.3,2020-07-01,5.0,False
6,1,A1,40.1,2020-07-01,-70.0,True
6,4,A1,33.3,2020-07-01,67.0,True
3,41,A1,32.4,2020-07-01,4.0,False
3,55,A1,32.2,2020-07-01,,False
3,34,A1,33.6,2020-07-01,,False
3,38,A1,33.5,2020-07-01,668.0,True
4,39,A1,78.4,2020-07-01,47.0,True
4,23,A1,72.1,2020-07-01,43.0,True
4,9,A1,28.8,2020-07-01,294.0,False
6,1,A1,293.0,2020-07-01,-70.0,True
6,5,A1,36.4,2020-07-01,5.0,False
6,1,A1,243.0,2020-07-01,-70.0,True
6,4,A1,51.3,2020-07-01,67.0,True
3,41,A1,29.5,2020-07-02,5.0,False
3,55,A1,31.9,2020-07-02,,False
3,34,A1,32.9,2020-07-02,,False
3,38,A1,27.5,2020-07-02,669.0,False
4,39,A1,286.0,2020-07-02,48.0,True
4,23,A1,233.0,2020-07-02,44.0,True
4,9,A1,28.3,2020-07-02,295.0,False
6,1,A1,215.0,2020-07-02,-69.0,True
6,5,A1,26.3,2020-07-02,6.0,False
6,1,A1,232.0,2020-07-02,-69.0,True
6,4,A1,50.7,2020-07-02,68.0,True
3,41,A1,28.9,2020-07-02,5.0,False
3,55,A1,29.0,2020-07-02,,False
3,34,A1,31.1,2020-07-02,,False
3,38,A1,31.7,2020-07-02,669.0,False
4,39,A1,35.9,2020-07-02,48.0,True
4,23,A1,50.4,2020-07-02,44.0,True
4,9,A1,31.5,2020-07-02,295.0,False
4,12,A1,29.7,2020-07-02,-50.0,False
6,1,A1,172.8,2020-07-02,-69.0,True
6,5,A1,35.1,2020-07-02,6.0,False
6,1,A1,189.0,2020-07-02,-69.0,True
6,4,A1,157.0,2020-07-02,68.0,True
3,41,A1,25.6,2020-07-03,6.0,False
3,55,A1,27.7,2020-07-03,,False
3,34,A1,32.7,2020-07-03,,False
3,38,A1,30.0,2020-07-03,670.0,False
4,39,A1,59.8,2020-07-03,49.0,True
4,23,A1,42.4,2020-07-03,45.0,True
4,9,A1,25.6,2020-07-03,296.0,False
4,12,A1,24.8,2020-07-03,-49.0,False
6,1,A1,248.0,2020-07-03,-68.0,True
6,5,A1,25.7,2020-07-03,7.0,False
6,1,A1,290.0,2020-07-03,-68.0,True
6,4,A1,78.9,2020-07-03,69.0,True
3,41,A1,41.0,2020-07-03,6.0,False
3,55,A1,32.5,2020-07-03,,False
3,34,A1,41.4,2020-07-03,,False
3,38,A1,27.7,2020-07-03,670.0,False
3,16,A1,37.0,2020-07-03,,False
4,39,A1,31.3,2020-07-03,49.0,True
4,23,A1,38.1,2020-07-03,45.0,True
4,9,A1,29.4,2020-07-03,296.0,False
4,12,A1,36.0,2020-07-03,-49.0,False
6,1,A1,70.9,2020-07-03,-68.0,True
6,1,A1,124.7,2020-07-03,-68.0,True
6,4,A1,35.8,2020-07-03,69.0,True
3,41,A1,33.3,2020-07-04,7.0,False
3,55,A1,39.7,2020-07-04,,False
3,34,A1,34.7,2020-07-04,,False
3,38,A1,29.3,2020-07-04,671.0,False
3,16,A1,32.8,2020-07-04,,False
4,39,A1,39.9,2020-07-04,50.0,True
4,23,A1,31.5,2020-07-04,46.0,False
4,9,A1,35.0,2020-07-04,297.0,False
4,12,A1,39.2,2020-07-04,-48.0,False
6,1,A1,73.1,2020-07-04,-67.0,True
6,1,A1,296.0,2020-07-04,-67.0,True
6,4,A1,225.0,2020-07-04,70.0,True
3,41,A1,35.9,2020-07-05,8.0,False
3,55,A1,35.7,2020-07-05,,False
3,34,A1,39.3,2020-07-05,,False
3,16,A1,35.0,2020-07-05,,False
4,39,A1,37.6,2020-07-05,51.0,True
4,23,A1,34.9,2020-07-05,47.0,True
4,9,A1,38.3,2020-07-05,298.0,False
4,12,A1,42.3,2020-07-05,-47.0,False
6,1,A1,94.1,2020-07-05,-66.0,True
6,5,A1,40.5,2020-07-05,9.0,False
6,1,A1,27.3,2020-07-05,-66.0,True
6,4,A1,54.8,2020-07-05,71.0,True
3,41,A1,35.4,2020-07-05,8.0,False
3,55,A1,36.6,2020-07-05,,False
3,34,A1,33.7,2020-07-05,,False
3,16,A1,37.0,2020-07-05,,False
4,39,A1,36.1,2020-07-05,51.0,True
4,23,A1,38.8,2020-07-05,47.0,True
4,9,A1,37.4,2020-07-05,298.0,False
4,12,A1,34.2,2020-07-05,-47.0,False
6,1,A1,234.1,2020-07-05,-66.0,True
6,5,A1,33.9,2020-07-05,9.0,False
6,1,A1,150.3,2020-07-05,-66.0,True
6,4,A1,35.2,2020-07-05,71.0,True
3,41,A1,32.4,2020-07-06,9.0,False
3,55,A1,31.6,2020-07-06,,False
3,34,A1,33.1,2020-07-06,,False
3,16,A1,33.4,2020-07-06,,False
4,39,A1,31.4,2020-07-06,52.0,True
4,23,A1,30.3,2020-07-06,48.0,True
4,9,A1,32.0,2020-07-06,299.0,False
4,12,A1,34.1,2020-07-06,-46.0,False
6,1,A1,197.0,2020-07-06,-65.0,True
6,5,A1,32.9,2020-07-06,10.0,False
6,1,A1,108.2,2020-07-06,-65.0,True
6,4,NAN,39.2,2020-07-06,72.0,True
3,41,A1,36.5,2020-07-06,9.0,False
3,55,A1,35.1,2020-07-06,,False
3,34,A1,37.5,2020-07-06,,False
3,16,A1,34.8,2020-07-06,,False
4,39,A1,92.6,2020-07-06,52.0,True
4,23,A1,36.0,2020-07-06,48.0,True
4,9,A1,38.2,2020-07-06,299.0,False
4,12,A1,38.6,2020-07-06,-46.0,False
6,1,A1,162.8,2020-07-06,-65.0,True
6,5,A1,35.3,2020-07-06,10.0,False
6,1,A1,39.4,2020-07-06,-65.0,True
6,4,A1,43.2,2020-07-06,72.0,True
3,41,A1,33.7,2020-07-08,11.0,False
3,55,A1,35.7,2020-07-08,,False
3,34,A1,34.0,2020-07-08,,False
3,16,A1,35.8,2020-07-08,,False
4,39,A1,245.0,2020-07-08,54.0,True
4,23,A1,86.9,2020-07-08,50.0,True
4,9,A1,35.1,2020-07-08,301.0,False
4,12,A1,35.4,2020-07-08,-44.0,False
6,1,A1,188.7,2020-07-08,-63.0,True
6,5,A1,30.4,2020-07-08,12.0,False
6,1,A1,76.4,2020-07-08,-63.0,True
6,4,A1,72.0,2020-07-08,74.0,True
3,41,A1,32.3,2020-07-08,11.0,False
3,55,A1,35.4,2020-07-08,,False
3,34,A1,36.1,2020-07-08,,False
4,39,A1,73.7,2020-07-08,54.0,True
4,23,A1,84.0,2020-07-08,50.0,True
4,9,A1,39.7,2020-07-08,301.0,False
4,12,A1,35.2,2020-07-08,-44.0,False
6,1,A1,275.0,2020-07-08,-63.0,True
6,5,A1,35.8,2020-07-08,12.0,False
6,1,A1,227.0,2020-07-08,-63.0,True
6,4,A1,66.7,2020-07-08,74.0,True
3,41,A1,26.8,2020-07-09,12.0,False
3,55,A1,28.0,2020-07-09,,False
3,34,A1,30.7,2020-07-09,,False
4,39,A1,310.6,2020-07-09,55.0,True
4,23,A1,65.2,2020-07-09,51.0,True
4,9,A1,38.1,2020-07-09,302.0,False
4,12,A1,36.1,2020-07-09,-43.0,False
6,1,A1,261.0,2020-07-09,-62.0,True
6,5,A1,29.7,2020-07-09,13.0,False
6,1,A1,87.6,2020-07-09,-62.0,True
6,4,A1,185.0,2020-07-09,75.0,True
3,41,A1,40.5,2020-07-09,12.0,False
3,55,A1,41.8,2020-07-09,,False
3,34,A1,41.8,2020-07-09,,False
3,16,A1,35.9,2020-07-09,,False
4,39,A1,286.0,2020-07-09,55.0,True
4,23,A1,38.9,2020-07-09,51.0,True
4,9,A1,37.2,2020-07-09,302.0,False
4,12,A1,37.9,2020-07-09,-43.0,False
6,1,A1,295.0,2020-07-09,-62.0,True
6,5,A1,34.1,2020-07-09,13.0,False
6,1,A1,186.0,2020-07-09,-62.0,True
6,4,A1,72.3,2020-07-09,75.0,True
3,41,A1,34.4,2020-07-10,13.0,False
3,55,A1,33.3,2020-07-10,,False
3,34,A1,30.7,2020-07-10,,False
3,16,A1,33.4,2020-07-10,,False
4,39,A1,41.2,2020-07-10,56.0,True
4,23,A1,39.3,2020-07-10,52.0,False
4,9,A1,37.1,2020-07-10,303.0,False
4,12,A1,37.7,2020-07-10,-42.0,False
6,1,A1,48.6,2020-07-10,-61.0,True
6,5,A1,36.2,2020-07-10,14.0,False
6,1,A1,204.6,2020-07-10,-61.0,True
6,4,A1,48.6,2020-07-10,76.0,True
3,41,A1,35.6,2020-07-10,13.0,False
3,55,A1,30.2,2020-07-10,,False
3,34,A1,38.7,2020-07-10,,False
3,16,A1,37.7,2020-07-10,,False
4,39,A1,36.0,2020-07-10,56.0,True
4,23,A1,37.3,2020-07-10,52.0,False
4,9,A1,43.7,2020-07-10,303.0,False
4,12,A1,43.6,2020-07-10,-42.0,False
6,1,A1,32.1,2020-07-10,-61.0,True
6,5,A1,31.1,2020-07-10,14.0,False
6,1,A1,271.0,2020-07-10,-61.0,True
6,4,A1,97.2,2020-07-10,76.0,True
3,41,A1,36.2,2020-07-11,14.0,False
3,55,A1,38.1,2020-07-11,,False
3,34,A1,37.4,2020-07-11,,False
3,20,A1,37.1,2020-07-11,,False
4,39,A1,121.4,2020-07-11,57.0,True
4,23,A1,38.1,2020-07-11,53.0,False
4,9,A1,36.3,2020-07-11,304.0,False
4,12,A1,36.0,2020-07-11,-41.0,False
4,24,A1,36.8,2020-07-11,,False
6,1,A1,90.6,2020-07-11,-60.0,True
6,5,A1,34.3,2020-07-11,15.0,False
6,1,A1,180.2,2020-07-11,-60.0,True
6,4,A1,133.7,2020-07-11,77.0,True
3,41,A1,33.0,2020-07-12,15.0,False
3,55,A1,32.6,2020-07-12,,False
3,34,A1,31.6,2020-07-12,,False
3,20,A1,35.4,2020-07-12,,False
4,39,A1,112.9,2020-07-12,58.0,True
4,23,A1,34.3,2020-07-12,54.0,False
4,9,A1,33.2,2020-07-12,305.0,False
4,12,A1,35.1,2020-07-12,-40.0,False
4,24,A1,35.0,2020-07-12,,False
6,1,A1,40.7,2020-07-12,-59.0,True
6,5,A1,35.0,2020-07-12,16.0,False
6,1,A1,252.4,2020-07-12,-59.0,True
6,4,A1,172.7,2020-07-12,78.0,True
3,41,A1,35.9,2020-07-12,15.0,False
3,55,A1,36.3,2020-07-12,,False
3,34,A1,33.8,2020-07-12,,False
3,20,A1,34.8,2020-07-12,,False
4,39,A1,86.5,2020-07-12,58.0,True
4,23,A1,40.1,2020-07-12,54.0,False
4,9,A1,36.7,2020-07-12,305.0,False
4,12,A1,33.0,2020-07-12,-40.0,False
4,24,A1,33.4,2020-07-12,,False
6,1,A1,115.0,2020-07-12,-59.0,True
6,5,A1,36.2,2020-07-12,16.0,False
6,1,A1,84.4,2020-07-12,-59.0,True
6,4,A1,145.3,2020-07-12,78.0,True
3,41,A1,30.2,2020-07-13,16.0,False
3,55,A1,35.0,2020-07-13,,False
3,34,A1,33.8,2020-07-13,,False
3,20,A1,33.5,2020-07-13,,False
4,39,A1,42.3,2020-07-13,59.0,True
4,23,A1,36.3,2020-07-13,55.0,False
4,9,A1,34.5,2020-07-13,306.0,False
4,12,A1,36.9,2020-07-13,-39.0,False
4,24,A1,28.4,2020-07-13,,False
6,1,A1,108.7,2020-07-13,-58.0,True
6,5,A1,38.5,2020-07-13,17.0,False
6,1,A1,154.1,2020-07-13,-58.0,True
6,4,A1,170.4,2020-07-13,79.0,True
3,41,A1,354.0,2020-07-13,16.0,False
3,43,A1,33.5,2020-07-13,,False
3,55,A1,32.1,2020-07-13,,False
3,34,A1,34.3,2020-07-13,,False
3,20,A1,33.0,2020-07-13,,False
4,39,A1,57.0,2020-07-13,59.0,True
4,23,A1,33.6,2020-07-13,55.0,False
4,9,A1,35.8,2020-07-13,306.0,False
4,12,A1,33.0,2020-07-13,-39.0,False
4,24,A1,37.3,2020-07-13,,False
6,1,A1,226.1,2020-07-13,-58.0,True
6,5,A1,30.0,2020-07-13,17.0,False
6,1,A1,145.5,2020-07-13,-58.0,True
6,4,A1,91.1,2020-07-13,79.0,True
3,41,A1,28.6,2020-07-14,17.0,False
3,43,A1,44.6,2020-07-14,,False
3,55,A1,33.7,2020-07-14,,False
3,34,A1,36.1,2020-07-14,,False
3,20,A1,33.4,2020-07-14,,False
4,39,A1,101.9,2020-07-14,60.0,True
4,23,A1,76.7,2020-07-14,56.0,False
4,9,A1,39.7,2020-07-14,307.0,False
4,12,A1,39.0,2020-07-14,-38.0,False
4,24,A1,37.4,2020-07-14,,False
6,1,A1,263.4,2020-07-14,-57.0,True
6,5,A1,37.9,2020-07-14,18.0,False
6,1,A1,65.2,2020-07-14,-57.0,True
6,4,A1,253.0,2020-07-14,80.0,True
3,41,A1,32.3,2020-07-15,18.0,False
3,43,A1,27.0,2020-07-15,,False
3,55,A1,32.2,2020-07-15,,False
3,34,A1,30.6,2020-07-15,,False
3,20,A1,34.2,2020-07-15,,False
4,39,A1,240.0,2020-07-15,61.0,True
4,23,A1,63.9,2020-07-15,57.0,False
4,9,A1,32.7,2020-07-15,308.0,False
4,12,A1,31.9,2020-07-15,-37.0,False
4,24,A1,31.9,2020-07-15,,False
6,1,A1,106.0,2020-07-15,-56.0,True
6,5,A1,33.4,2020-07-15,19.0,False
6,1,A1,63.4,2020-07-15,-56.0,True
6,4,A1,279.0,2020-07-15,81.0,True
3,56,A1,35.8,2020-07-15,,False
3,41,A1,31.5,2020-07-15,18.0,False
3,43,A1,35.2,2020-07-15,,False
3,55,A1,34.4,2020-07-15,,False
3,34,A1,38.9,2020-07-15,,False
3,20,A1,35.6,2020-07-15,,False
4,39,A1,264.0,2020-07-15,61.0,True
4,23,A1,35.3,2020-07-15,57.0,False
4,9,A1,36.8,2020-07-15,308.0,False
4,12,A1,39.1,2020-07-15,-37.0,False
4,24,A1,34.6,2020-07-15,,False
6,1,A1,37.0,2020-07-15,-56.0,True
6,5,A1,32.3,2020-07-15,19.0,False
6,1,A1,43.2,2020-07-15,-56.0,True
6,4,A1,199.0,2020-07-15,81.0,True
3,56,A1,33.6,2020-07-16,,False
3,41,A1,32.1,2020-07-16,19.0,False
3,43,A1,29.6,2020-07-16,,False
3,55,A1,29.4,2020-07-16,,False
3,34,A1,30.9,2020-07-16,,False
3,20,A1,31.0,2020-07-16,,False
4,39,A1,301.1,2020-07-16,62.0,True
4,23,A1,51.3,2020-07-16,58.0,False
4,9,A1,37.1,2020-07-16,309.0,False
4,12,A1,34.3,2020-07-16,-36.0,False
4,24,A1,31.3,2020-07-16,,False
6,1,A1,43.4,2020-07-16,-55.0,True
6,5,A1,29.8,2020-07-16,20.0,False
6,1,A1,41.3,2020-07-16,-55.0,True
6,4,A1,30.2,2020-07-16,82.0,True
3,56,A1,32.7,2020-07-16,,False
3,41,A1,33.0,2020-07-16,19.0,False
3,43,A1,37.4,2020-07-16,,False
3,34,A1,51.0,2020-07-16,,False
3,20,A1,34.7,2020-07-16,,False
4,39,A1,37.0,2020-07-16,62.0,True
4,23,A1,34.3,2020-07-16,58.0,False
4,12,A1,38.4,2020-07-16,-36.0,False
4,24,A1,38.2,2020-07-16,,False
6,1,A1,36.0,2020-07-16,-55.0,True
6,5,A1,37.8,2020-07-16,20.0,False
6,1,A1,43.2,2020-07-16,-55.0,True
6,4,A1,50.5,2020-07-16,82.0,True
3,56,A1,30.0,2020-07-17,,False
3,41,A1,30.7,2020-07-17,20.0,False
3,43,A1,36.6,2020-07-17,,False
3,34,A1,39.0,2020-07-17,,False
3,20,A1,33.1,2020-07-17,,False
4,39,A1,231.0,2020-07-17,63.0,True
4,23,A1,32.7,2020-07-17,59.0,False
4,12,A1,33.6,2020-07-17,-35.0,False
4,24,A1,33.5,2020-07-17,,False
6,1,A1,29.2,2020-07-17,-54.0,True
6,5,A1,31.3,2020-07-17,21.0,False
6,1,A1,31.9,2020-07-17,-54.0,True
6,4,A1,55.9,2020-07-17,83.0,True
3,56,A1,40.1,2020-07-17,,False
3,41,A1,37.5,2020-07-17,20.0,False
3,43,A1,36.1,2020-07-17,,False
3,34,A1,39.8,2020-07-17,,False
3,20,A1,35.7,2020-07-17,,False
4,39,A1,44.5,2020-07-17,63.0,True
4,23,A1,36.3,2020-07-17,59.0,False
4,12,A1,38.4,2020-07-17,-35.0,False
4,24,A1,38.6,2020-07-17,,False
6,1,A1,42.6,2020-07-17,-54.0,True
6,5,A1,36.8,2020-07-17,21.0,False
6,1,A1,44.9,2020-07-17,-54.0,True
6,4,A1,214.3,2020-07-17,83.0,True
3,56,A1,27.7,2020-07-18,,False
3,41,A1,31.7,2020-07-18,21.0,False
3,43,A1,29.9,2020-07-18,,False
3,34,A1,30.3,2020-07-18,,False
3,20,A1,28.3,2020-07-18,,False
4,39,A1,144.6,2020-07-18,64.0,True
4,23,A1,32.5,2020-07-18,60.0,False
4,35,A1,32.6,2020-07-18,,False
4,12,A1,33.0,2020-07-18,-34.0,False
4,24,A1,35.0,2020-07-18,,False
6,1,A1,44.4,2020-07-18,-53.0,True
6,5,A1,38.0,2020-07-18,22.0,False
6,1,A1,222.3,2020-07-18,-53.0,True
6,4,A1,285.5,2020-07-18,84.0,True
3,56,A1,34.5,2020-07-18,,False
3,41,A1,34.7,2020-07-18,21.0,False
3,43,A1,36.2,2020-07-18,,False
3,34,A1,34.5,2020-07-18,,False
3,20,A1,36.0,2020-07-18,,False
4,39,A1,143.0,2020-07-18,64.0,True
4,23,A1,34.5,2020-07-18,60.0,False
4,35,A1,36.6,2020-07-18,,False
4,12,A1,37.4,2020-07-18,-34.0,False
4,24,A1,38.2,2020-07-18,,False
6,1,A1,40.8,2020-07-18,-53.0,True
6,5,A1,41.5,2020-07-18,22.0,False
6,1,A1,45.0,2020-07-18,-53.0,True
6,4,NAN,200.4,2020-07-18,84.0,True
3,56,A1,30.2,2020-07-19,,False
3,41,A1,29.4,2020-07-19,22.0,False
3,43,A1,28.4,2020-07-19,,False
3,34,A1,29.4,2020-07-19,,False
3,20,A1,29.9,2020-07-19,,False
4,39,A1,90.3,2020-07-19,65.0,True
4,23,A1,34.4,2020-07-19,61.0,False
4,35,A1,36.6,2020-07-19,,False
4,12,A1,37.9,2020-07-19,-33.0,False
4,24,A1,32.9,2020-07-19,,False
6,1,A1,40.0,2020-07-19,-52.0,True
6,5,A1,36.0,2020-07-19,23.0,False
6,1,A1,251.0,2020-07-19,-52.0,True
6,4,A1,187.5,2020-07-19,85.0,True
3,56,A1,35.3,2020-07-19,,False
3,41,A1,36.5,2020-07-19,22.0,False
3,43,A1,37.4,2020-07-19,,False
3,34,A1,36.2,2020-07-19,,False
3,20,A1,38.2,2020-07-19,,False
4,39,A1,262.0,2020-07-19,65.0,True
4,23,A1,92.9,2020-07-19,61.0,False
4,35,A1,36.3,2020-07-19,,False
4,12,A1,37.7,2020-07-19,-33.0,False
4,24,A1,37.8,2020-07-19,,False
6,1,A1,102.7,2020-07-19,-52.0,True
6,5,A1,36.3,2020-07-19,23.0,False
6,1,A1,247.0,2020-07-19,-52.0,True
6,4,A1,357.4,2020-07-19,85.0,True
3,56,A1,27.8,2020-07-20,,False
3,41,A1,295.0,2020-07-20,23.0,False
3,43,A1,29.1,2020-07-20,,False
3,34,A1,30.8,2020-07-20,,False
3,20,A1,27.4,2020-07-20,,False
4,39,A1,239.0,2020-07-20,66.0,True
4,23,A1,91.6,2020-07-20,62.0,False
4,35,A1,30.0,2020-07-20,,False
4,12,A1,28.9,2020-07-20,-32.0,False
4,24,A1,28.2,2020-07-20,,False
6,1,A1,294.0,2020-07-20,-51.0,True
6,5,A1,30.9,2020-07-20,24.0,False
6,1,A1,125.9,2020-07-20,-51.0,True
6,4,A1,79.6,2020-07-20,86.0,True
3,56,A1,38.8,2020-07-20,,False
3,41,A1,37.5,2020-07-20,23.0,False
3,43,A1,39.2,2020-07-20,,False
3,34,A1,33.0,2020-07-20,,False
3,20,A1,30.8,2020-07-20,,False
4,39,A1,120.8,2020-07-20,66.0,True
4,23,A1,102.6,2020-07-20,62.0,False
4,35,A1,37.1,2020-07-20,,False
4,12,A1,36.3,2020-07-20,-32.0,False
4,24,A1,37.4,2020-07-20,,False
6,1,A1,39.0,2020-07-20,-51.0,True
6,5,A1,37.0,2020-07-20,24.0,False
6,1,A1,204.0,2020-07-20,-51.0,True
6,4,A1,129.6,2020-07-20,86.0,True
3,56,A1,31.8,2020-07-21,,False
3,41,A1,27.0,2020-07-21,24.0,False
3,43,A1,26.6,2020-07-21,,False
3,34,A1,31.1,2020-07-21,,False
3,20,A1,37.1,2020-07-21,,False
4,39,A1,299.0,2020-07-21,67.0,True
4,23,A1,71.5,2020-07-21,63.0,False
4,35,A1,39.3,2020-07-21,,False
4,12,A1,35.9,2020-07-21,-31.0,False
4,24,A1,35.2,2020-07-21,,False
6,1,A1,37.5,2020-07-21,-50.0,True
6,5,A1,32.1,2020-07-21,25.0,False
6,1,A1,221.0,2020-07-21,-50.0,True
6,4,A1,287.0,2020-07-21,87.0,True
3,56,A1,34.6,2020-07-21,,False
3,41,A1,40.1,2020-07-21,24.0,False
3,43,A1,36.6,2020-07-21,,False
3,34,A1,29.9,2020-07-21,,False
3,13,A1,35.1,2020-07-21,403.0,False
3,20,A1,35.7,2020-07-21,,False
4,39,A1,43.3,2020-07-21,67.0,True
4,23,A1,44.3,2020-07-21,63.0,False
4,35,A1,34.5,2020-07-21,,False
4,12,A1,34.1,2020-07-21,-31.0,False
4,24,A1,31.5,2020-07-21,,False
6,45,A1,31.1,2020-07-21,,False
6,1,A1,37.9,2020-07-21,-50.0,True
6,5,A1,33.3,2020-07-21,25.0,False
6,1,A1,48.2,2020-07-21,-50.0,True
6,4,A1,38.4,2020-07-21,87.0,True
